,distributor,id,rating score
12637,Showtime Networks,tt0101500,no_data
12638,Netflix,tt1630626,4.1/10
12639,Netflix,tt0309372,67%
12640,American International Pictures,tt0068284,5.3/10
12641,no_data,tt3469910,7.8/10
12642,Amazon Studios,tt13372992,no_data
12643,Orion Pictures,tt0088781,no_data
12644,Triumph Films,tt0099091,63%
12645,no_data,tt0009891,no_data
12646,Netflix,tt0092585,no_data
12647,Netflix,tt1034090,3.5/10
12648,no_data,tt0246414,no_data
12649,20th Century Studios,tt0401445,25%
12650,Columbia Pictures,tt0088915,5/10
12651,American International Pictures,tt0052655,6.7/10
12652,Columbia Pictures,tt0048918,no_data
12653,Netflix,tt0085121,40%
12654,no_data,tt0073924,no_data
12655,no_data,tt3687316,5.6/10
12656,Netflix,tt1407084,3.9/10
12657,Netflix,tt0114194,5.1/10
12658,no_data,tt10965792,no_data
12659,no_data,tt0052310,no_data
12660,Netflix,tt0055019,no_data
12661,Fandango,tt2559786,no_data
12662,Paramount Pictures,tt0014738,no_data
12663,StudioCanal,tt1227183,6.7/10
12664,Netflix,tt0440803,5.3/10
12665,no_data,tt0111079,no_data
12666,no_data,tt7914282,no_data
12667,Village Roadshow,tt0803061,83%
12668,Netflix,tt0373968,no_data
12669,no_data,tt0158845,no_data
12670,no_data,tt0113630,no_data
12671,no_data,tt0213108,no_data
12672,no_data,tt0091598,no_data
12673,no_data,tt0246090,no_data
12674,United States Army,tt0038687,83%
12675,no_data,tt9001808,no_data
12676,United Artists Corporation,tt0060491,5.8/10
12677,no_data,tt11573410,no_data
12678,Metro-Goldwyn-Mayer,tt0113161,88%
12679,no_data,tt0063211,no_data
12680,no_data,tt0113120,no_data
12681,no_data,tt0210681,no_data
12682,no_data,tt1781812,no_data
12683,no_data,tt1808641,no_data
12684,no_data,tt0133212,no_data
12685,no_data,tt3918808,no_data
12686,Hrvatska radiotelevizija,tt0166406,no_data
12687,no_data,no_data,no_data
12688,Netflix,tt0150021,no_data
12689,Summit Entertainment,tt0976222,6.4/10
12690,Producers Releasing Corporation,tt0037518,no_data
12691,Entertainment One,tt2081438,no_data
12692,Troma Entertainment,tt0259077,no_data
12693,Paramount Pictures,tt2784678,86%
12694,ADS Service,no_data,no_data
12695,Magnolia Pictures,tt2286990,3.5/10
12696,Warner Bros.,tt0076516,no_data
12697,Netflix,tt1444252,no_data
12698,20th Century Studios,tt1446714,7/10
12699,no_data,no_data,no_data
12700,no_data,tt0209013,no_data
12701,Irvin Shapiro,tt0039389,no_data
12702,Magnolia Pictures,tt0780516,5.7/10
12703,Warner Bros.,tt0085375,no_data
12704,no_data,tt8043434,no_data
12705,no_data,tt7241926,5.4/10
12706,no_data,no_data,no_data
12707,"SHOWBOX Co., Ltd.",tt0448621,no_data
12708,no_data,tt0109187,no_data
12709,Eagle Pictures,tt2290553,no_data
12710,Samuel Goldwyn Films,tt4607722,6.3/10
12711,InterCom,tt0181875,8/10
12712,Netflix,tt4623856,4.8/10
12713,Artisan Entertainment,tt0120524,25%
12714,Universal Pictures,tt6857112,7.9/10
12715,no_data,tt0181084,no_data
12716,no_data,tt0046399,no_data
12717,Magnolia Pictures,tt2383068,63%
12718,Anchor Bay Entertainment,tt0328720,no_data
12719,no_data,tt3283864,7/10
12720,no_data,tt0107937,no_data
12721,no_data,tt0194237,no_data
12722,General Film Distributors,tt0041460,no_data
12723,United Artists Corporation,tt0309912,no_data
12724,no_data,tt10039524,6.8/10
12725,no_data,no_data,no_data
12726,no_data,tt0181617,no_data
12727,Lionsgate,tt1450321,66%
12728,Bryanston Films,tt0181437,no_data
12729,Republic Pictures,tt0036707,no_data
12730,XLrator Media,tt1786751,7%
12731,no_data,tt1601813,no_data
12732,no_data,tt0389557,7.1/10
12733,Magnolia Pictures,tt1175709,5.5/10
12734,Netflix,tt0161081,47%
12735,no_data,tt0040948,no_data
12736,Netflix,tt0092206,7.6/10
12737,no_data,tt0168815,no_data
12738,Shree Venkatesh Films,tt6958152,no_data
12739,Enrico Guazzoni,tt0013388,no_data
12740,no_data,tt0122161,no_data
12741,no_data,tt8783146,no_data
12742,no_data,tt12624584,no_data
12743,no_data,tt0064435,no_data
12744,Netflix,tt0161010,no_data
12745,no_data,tt0182306,no_data
12746,Netflix,tt2918436,4/10
12747,no_data,tt2196564,no_data
12748,no_data,tt0364604,no_data
12749,Sahamongkol Film International,tt1653690,5.7/10
12750,Netflix,tt2386237,5.5/10
12751,no_data,tt13372944,no_data
12752,Vertical Entertainment,tt5078852,5.9/10
12753,Netflix,tt0095296,3.6/10
12754,no_data,tt0097446,no_data
12755,no_data,tt1104834,no_data
12756,Vertical Entertainment,tt1718924,4.1/10
12757,Metro-Goldwyn-Mayer,tt0067952,67%
12758,Paramount Pictures,tt0009744,no_data
12759,Netflix,tt2403029,1.6/10
12760,Netflix,tt0045186,29%
12761,Caesar Film,tt0190596,no_data
12762,no_data,tt4464394,no_data
12763,Netflix,tt0429493,5.4/10
12764,no_data,tt0064178,no_data
12765,no_data,tt14212090,no_data
12766,no_data,tt0105212,no_data
12767,The Cannon Group,tt0095626,no_data
12768,20th Century Studios,tt1073498,2.4/10
12769,Netflix,tt1013743,5.6/10
12770,Troma Entertainment,tt1754022,no_data
12771,Universal Pictures,tt0384642,41%
12772,20th Century Studios,tt0455967,4.5/10
12773,no_data,tt4636252,no_data
12774,20th Century Studios,tt1279935,6.1/10
12775,no_data,tt3833460,no_data
12776,Regal Entertainment,tt0479725,no_data
12777,no_data,no_data,no_data
12778,no_data,tt9421200,no_data
12779,no_data,tt1912982,no_data
12780,no_data,tt3507138,no_data
12781,Netflix,tt1033643,4.5/10
12782,20th Century Studios Home Entertainment,tt1935929,no_data
12783,Columbia Pictures,tt4660800,no_data
12784,20th Century Studios,tt0073629,78%
12785,20th Century Studios,tt1031969,41%
12786,20th Century Studios,tt0093779,8.4/10
12787,Paramount Pictures,tt0007361,no_data
12788,InterCom,tt0300471,6.1/10
12789,no_data,tt0396817,no_data
12790,InterCom,tt0822832,63%
12791,Netflix,tt0449059,7.7/10
12792,Netflix,tt0113492,4/10
12793,Netflix,tt0116669,4.4/10
12794,no_data,tt0936468,no_data
12795,Magnolia Pictures,tt1736049,90%
12796,Netflix,tt0147800,69%
12797,no_data,tt9056822,no_data
12798,no_data,tt2089781,no_data
12799,Netflix,tt0892899,no_data
12800,Lionsgate,tt1289406,63%
12801,no_data,tt0103245,no_data
12802,no_data,tt7773340,4.1/10
12803,Metro-Goldwyn-Mayer,tt0144814,4.1/10
12804,no_data,tt6873894,no_data
12805,Netflix,tt3504824,no_data
12806,Cineplex Entertainment,tt0113810,no_data
12807,Netflix,tt0362270,6.1/10
12808,no_data,tt0139394,no_data
12809,Columbia Pictures,tt0433386,3.6/10
12810,Netflix,tt2763296,no_data
12811,no_data,tt3720058,no_data
12812,Netflix,tt0061722,87%
12813,Metro-Goldwyn-Mayer,tt0305396,5.4/10
12814,American International Pictures,tt0056943,7.3/10
12815,no_data,tt7468616,78%
12816,Searchlight Pictures,tt1412386,78%
12817,United Artists Corporation,tt0052287,no_data
12818,20th Century Studios,tt0936501,5.8/10
12819,no_data,tt10782876,no_data
12820,no_data,tt12181184,no_data
12821,20th Century Studios,tt0107079,20%
12822,Metro-Goldwyn-Mayer,tt0084732,63%
12823,no_data,tt0222396,no_data
12824,American International Pictures,tt0075261,4.5/10
12825,Mozinet,tt1146295,no_data
12826,Netflix,tt0096118,50%
12827,no_data,tt8569578,100%
12828,no_data,tt0064949,63%
12829,United Artists Corporation,tt0070653,6.5/10
12830,Netflix,tt0096046,5/10
12831,no_data,tt4819560,100%
12832,Hemdale Film Corporation,tt0091886,89%
12833,no_data,tt0046266,no_data
12834,American International Pictures,tt0076637,86%
12835,no_data,tt8897388,no_data
12836,no_data,tt3836512,7/10
12837,MOKÉP,tt0093822,7.7/10
12838,no_data,tt0019045,no_data
12839,no_data,tt9537532,no_data
12840,SF Studios,tt1376717,7/10
12841,no_data,tt0046156,no_data
12842,Universal Pictures,tt0082846,93%
12843,no_data,tt0102543,no_data
12844,Republic Pictures,tt0093624,4.8/10
12845,The Cannon Group,tt0082806,3.5/10
12846,no_data,tt5884834,no_data
12847,no_data,tt11092594,7.6/10
12848,United Artists Corporation,tt0081184,5.8/10
12849,United Artists Corporation,tt0049472,no_data
12850,no_data,tt8716282,no_data
12851,Metro-Goldwyn-Mayer,tt0206113,4.5/10
12852,UIP-Dunafilm,tt2872732,6/10
12853,R. R. Venkat,no_data,no_data
12854,Paramount Pictures,tt0037885,no_data
12855,Orion Pictures,tt0104765,40%
12856,no_data,tt4242158,6/10
12857,Orion Pictures,tt0102316,74%
12858,Lionsgate,tt1103153,3.3/10
12859,Metro-Goldwyn-Mayer,tt0347369,4.6/10
12860,Icon Productions,tt1319716,29%
12861,Netflix,tt0480269,6/10
12862,Netflix,tt0080928,no_data
12863,Netflix,tt0104418,no_data
12864,iTunes,tt0040416,8.5/10
12865,United Artists Corporation,tt0113243,32%
12866,no_data,tt0113223,no_data
12867,Columbia Pictures,tt0045829,no_data
12868,Mosfilm,tt0068519,no_data
12869,Netflix,tt0333766,86%
12870,no_data,tt0826713,no_data
12871,United Artists Corporation,tt0051629,no_data
12872,United Artists Corporation,tt0043554,no_data
12873,no_data,tt0107399,no_data
12874,Netflix,tt0305632,2.7/10
12875,Warner Bros.,tt0204313,3.6/10
12876,Sony Pictures Home Entertainment,tt0382019,3.9/10
12877,ABKCO Records,tt0067866,7.1/10
12878,UIP-Dunafilm,tt1135487,6.4/10
12879,Shochiku,tt0330229,6.6/10
12880,InterCom,tt0112864,6.1/10
12881,20th Century Studios,tt0095016,94%
12882,Vudu,tt0109578,0%
12883,no_data,tt0409838,no_data
12884,Anand Pandit,tt10309902,no_data
12885,Hemdale Film Corporation,tt0099242,4.6/10
12886,United Artists Corporation,tt0082146,32%
12887,PolyGram Filmed Entertainment,tt0112637,52%
12888,Warner Bros.,tt0077294,6.2/10
12889,no_data,tt0066880,no_data
12890,SF Home Entertainment,tt0932547,no_data
12891,20th Century Studios,tt0064115,89%
12892,Orion Pictures,tt3519772,6/10
12893,20th Century Studios,tt0118798,7.1/10
12894,Netflix,tt0772157,6.3/10
12895,Showtime Networks,tt0101500,no_data
12896,Universal Studios Home Entertainment,tt1630626,4.1/10
12897,Netflix,tt0309372,67%
12898,American International Pictures,tt0068284,5.3/10
12899,no_data,tt3469910,7.8/10
12900,Amazon Studios,tt13372992,no_data
12901,Orion Pictures,tt0088781,no_data
12902,Netflix,tt0099091,63%
12903,no_data,tt0009891,no_data
12904,The Cannon Group,tt0092585,no_data
12905,Netflix,tt1034090,3.5/10
12906,no_data,tt0246414,no_data
12907,20th Century Studios,tt0401445,25%
12908,Columbia Pictures,tt0088915,5/10
12909,American International Pictures,tt0052655,6.7/10
12910,Columbia Pictures,tt0048918,no_data
12911,Netflix,tt0085121,40%
12912,no_data,tt0073924,no_data
12913,no_data,tt3687316,5.6/10
12914,Hannover House,tt1407084,3.9/10
12915,Netflix,tt0114194,5.1/10
12916,20th Century Studios,tt0091554,63%
12917,no_data,tt0052310,no_data
12918,Netflix,tt0055019,no_data
12919,Fandango,tt2559786,no_data
12920,Paramount Pictures,tt0014738,no_data
12921,StudioCanal,tt1227183,6.7/10
12922,Netflix,tt0440803,5.3/10
12923,no_data,tt0111079,no_data
12924,no_data,tt7914282,no_data
12925,Village Roadshow,tt0803061,83%
12926,Netflix,tt0373968,no_data
12927,no_data,tt0158845,no_data
12928,no_data,tt0113630,no_data
12929,no_data,tt0213108,no_data
12930,no_data,tt0091598,no_data
12931,no_data,tt0246090,no_data
12932,United States Army,tt0038687,83%
12933,no_data,tt9001808,no_data
12934,no_data,tt2801746,no_data
12935,no_data,tt11573410,no_data
12936,Metro-Goldwyn-Mayer,tt0113161,88%
12937,no_data,tt0063211,no_data
12938,no_data,tt0113120,no_data
12939,no_data,tt0210681,no_data
12940,no_data,tt1781812,no_data
12941,no_data,tt1808641,no_data
12942,no_data,tt0133212,no_data
12943,no_data,tt3918808,no_data
12944,Hrvatska radiotelevizija,tt0166406,no_data
12945,no_data,no_data,no_data
12946,no_data,tt0075730,no_data
12947,Summit Entertainment,tt0976222,6.4/10
12948,Producers Releasing Corporation,tt0037518,no_data
12949,Entertainment One,tt2081438,no_data
12950,Troma Entertainment,tt0259077,no_data
12951,Paramount Pictures,tt2784678,86%
12952,ADS Service,no_data,no_data
12953,Magnolia Pictures,tt2286990,3.5/10
12954,Warner Bros.,tt0076516,no_data
12955,Netflix,tt1444252,no_data
12956,20th Century Studios,tt1446714,7/10
12957,no_data,no_data,no_data
12958,no_data,tt0209013,no_data
12959,Irvin Shapiro,tt0039389,no_data
12960,Magnolia Pictures,tt0780516,5.7/10
12961,no_data,no_data,no_data
12962,no_data,tt8043434,no_data
12963,no_data,tt7241926,5.4/10
12964,no_data,no_data,no_data
12965,"SHOWBOX Co., Ltd.",tt0448621,no_data
12966,no_data,tt0109187,no_data
12967,Eagle Pictures,tt2290553,no_data
12968,Samuel Goldwyn Films,tt4607722,6.3/10
12969,Netflix,tt0181875,8/10
12970,Netflix,tt4623856,4.8/10
12971,Netflix,tt0120524,25%
12972,no_data,tt0452498,no_data
12973,no_data,tt0181084,no_data
12974,no_data,tt0046399,no_data
12975,Netflix,tt2383068,63%
12976,Anchor Bay Entertainment,tt0328720,no_data
12977,no_data,tt3283864,7/10
12978,no_data,tt0107937,no_data
12979,no_data,tt0194237,no_data
12980,General Film Distributors,tt0041460,no_data
12981,United Artists Corporation,tt0309912,no_data
12982,no_data,tt10039524,6.8/10
12983,no_data,no_data,no_data
12984,no_data,tt0181617,no_data
12985,Lionsgate,tt1450321,66%
12986,Bryanston Films,tt0181437,no_data
12987,Republic Pictures,tt0036707,no_data
12988,XLrator Media,tt1786751,7%
12989,no_data,tt1601813,no_data
12990,no_data,tt0389557,7.1/10
12991,Netflix,tt1175709,5.5/10
12992,InterCom,tt0161081,47%
12993,no_data,tt0040948,no_data
12994,Netflix,tt0092206,7.6/10
12995,no_data,tt0168815,no_data
12996,Shree Venkatesh Films,tt6958152,no_data
12997,Enrico Guazzoni,tt0013388,no_data
12998,no_data,tt0122161,no_data
12999,no_data,tt8783146,no_data
13000,no_data,tt12624584,no_data
13001,no_data,tt0064435,no_data
13002,Arts Council England,tt0161010,no_data
13003,no_data,tt0182306,no_data
13004,Netflix,tt2918436,4/10
13005,no_data,tt2196564,no_data
13006,no_data,tt0364604,no_data
13007,Sahamongkol Film International,tt1653690,5.7/10
13008,no_data,tt0289589,no_data
13009,no_data,tt13372944,no_data
13010,Vertical Entertainment,tt5078852,5.9/10
13011,Netflix,tt0095296,3.6/10
13012,no_data,tt0097446,no_data
13013,no_data,tt1104834,no_data
13014,Vertical Entertainment,tt1718924,4.1/10
13015,Metro-Goldwyn-Mayer,tt0067952,67%
13016,Paramount Pictures,tt0009744,no_data
13017,Netflix,tt2403029,1.6/10
13018,20th Century Studios,tt0045186,29%
13019,Caesar Film,tt0190596,no_data
13020,no_data,tt4464394,no_data
13021,InterCom,tt0429493,5.4/10
13022,no_data,tt0064178,no_data
13023,no_data,tt14212090,no_data
13024,no_data,tt0105212,no_data
13025,Netflix,tt0095626,no_data
13026,20th Century Studios,tt1073498,2.4/10
13027,Netflix,tt1013743,5.6/10
13028,Troma Entertainment,tt1754022,no_data
13029,Universal Pictures,tt0384642,41%
13030,20th Century Studios,tt0455967,4.5/10
13031,no_data,tt4636252,no_data
13032,20th Century Studios,tt1279935,6.1/10
13033,Netflix,tt0901476,3.5/10
13034,Regal Entertainment,tt0479725,no_data
13035,no_data,no_data,no_data
13036,no_data,tt9421200,no_data
13037,no_data,tt1912982,no_data
13038,no_data,tt3507138,no_data
13039,Netflix,tt1033643,4.5/10
13040,Netflix,tt1935929,no_data
13041,Columbia Pictures,tt4660800,no_data
13042,20th Century Studios,tt0073629,78%
13043,20th Century Studios,tt1031969,41%
13044,Disney+,tt0093779,8.4/10
13045,GoodTimes Entertainment,tt1050263,no_data
13046,InterCom,tt0300471,6.1/10
13047,InterCom,tt0100405,6/10
13048,20th Century Studios,tt0822832,63%
13049,Netflix,tt0449059,7.7/10
13050,Vudu,tt0113492,4/10
13051,Netflix,tt0116669,4.4/10
13052,no_data,tt0936468,no_data
13053,Magnolia Pictures,tt1736049,90%
13054,Disney+,tt0147800,69%
13055,no_data,tt9056822,no_data
13056,no_data,tt2089781,no_data
13057,no_data,tt0154985,no_data
13058,Lionsgate,tt1289406,63%
13059,no_data,tt1912982,no_data
13060,no_data,tt3507138,no_data
13061,InterCom,tt1033643,4.5/10
13062,Netflix,tt1935929,no_data
13063,Columbia Pictures,tt4660800,no_data
13064,20th Century Studios,tt0073629,78%
13065,20th Century Studios,tt1031969,41%
13066,Disney+,tt0093779,8.4/10
13067,Paramount Pictures,tt0007361,no_data
13068,InterCom,tt0300471,6.1/10
13069,InterCom,tt0100405,6/10
13070,20th Century Studios,tt0822832,63%
13071,Netflix,tt0449059,7.7/10
13072,Netflix,tt0113492,4/10
13073,Netflix,tt0116669,4.4/10
13074,no_data,tt0936468,no_data
13075,Magnolia Pictures,tt1736049,90%
13076,Disney+,tt0147800,69%
13077,no_data,tt9056822,no_data
13078,no_data,tt2089781,no_data
13079,Netflix,tt0892899,no_data
13080,Lionsgate,tt1289406,63%
13081,20th Century Studios,tt0028636,no_data
13082,no_data,tt7521990,no_data
13083,no_data,tt0349340,no_data
13084,Vijayta Films,tt0476762,no_data
13085,Netflix,tt0838233,6.8/10
13086,Lionsgate,tt0214388,5.9/10
13087,Netflix,tt0374277,5.1/10
13088,Netflix,tt8820590,no_data
13089,no_data,tt1103255,no_data
13090,Sony Pictures Home Entertainment,tt0101368,no_data
13091,Sahamongkol Film International,tt0785035,5.4/10
13092,no_data,tt9490414,no_data
13093,no_data,no_data,no_data
13094,Nashe Kino,tt7176054,no_data
13095,Netflix,tt0200472,5.6/10
13096,no_data,tt0478976,no_data
13097,Sonet Film,tt0198837,no_data
13098,Netflix,tt1027862,38%
13099,Netflix,tt0139606,no_data
13100,no_data,tt0495044,no_data
13101,no_data,no_data,no_data
13102,no_data,tt0283383,no_data
13103,Netflix,tt0267548,no_data
13104,no_data,tt0058163,no_data
13105,no_data,tt0810394,no_data
13106,no_data,tt1033467,no_data
13107,Wunderbar Films,tt2123129,no_data
13108,Netflix,tt0449629,no_data
13109,New Line Cinema,tt0100817,no_data
13110,no_data,tt0027868,no_data
13111,no_data,no_data,no_data
13112,Columbia Pictures,tt0103957,no_data
13113,Artisan Entertainment,tt0107372,no_data
13114,Allfilm,tt2991224,7.4/10
13115,Magnolia Pictures,tt2499414,3/10
13116,no_data,tt6463320,no_data
13117,no_data,tt0057175,no_data
13118,no_data,tt7557258,no_data
13119,no_data,tt2295564,3.9/10
13120,no_data,no_data,no_data
13121,no_data,tt5740852,6.8/10
13122,no_data,tt3011164,no_data
13123,no_data,no_data,no_data
13124,Vudu,tt0263757,4/10
13125,Metro-Goldwyn-Mayer,tt0108451,5.6/10
13126,Netflix,tt0105698,4.5/10
13127,iTunes,tt0092115,3.7/10
13128,United Artists Corporation,tt0058672,90%
13129,no_data,tt0103245,no_data
13130,no_data,tt7773340,4.1/10
13131,Metro-Goldwyn-Mayer,tt0144814,4.1/10
13132,United Artists Corporation,tt0067535,no_data
13133,Netflix,tt3504824,no_data
13134,Cineplex Entertainment,tt0113810,no_data
13135,Vudu,tt0362270,6.1/10
13136,no_data,tt0139394,no_data
13137,Columbia Pictures,tt0433386,3.6/10
13138,Netflix,tt2763296,no_data
13139,no_data,tt3720058,no_data
13140,Netflix,tt0061722,87%
13141,Metro-Goldwyn-Mayer,tt0305396,5.4/10
13142,American International Pictures,tt0056943,7.3/10
13143,no_data,tt7468616,78%
13144,Searchlight Pictures,tt1412386,78%
13145,United Artists Corporation,tt0052287,no_data
13146,20th Century Studios,tt0936501,5.8/10
13147,no_data,tt10782876,no_data
13148,no_data,tt12181184,no_data
13149,American International Pictures,tt0072225,63%
13150,Metro-Goldwyn-Mayer,tt0084732,63%
13151,no_data,tt0222396,no_data
13152,American International Pictures,tt0075261,4.5/10
13153,Mozinet,tt1146295,no_data
13154,Netflix,tt0096118,50%
13155,no_data,tt8569578,100%
13156,no_data,tt0064949,63%
13157,United Artists Corporation,tt0070653,6.5/10
13158,Netflix,tt0096046,5/10
13159,no_data,tt4819560,100%
13160,Hemdale Film Corporation,tt0091886,89%
13161,no_data,tt0046266,no_data
13162,American International Pictures,tt0076637,86%
13163,no_data,tt8897388,no_data
13164,no_data,tt3836512,7/10
13165,MOKÉP,tt0093822,7.7/10
13166,United Artists Corporation,tt0265591,5.1/10
13167,no_data,tt9537532,no_data
13168,SF Studios,tt1376717,7/10
13169,no_data,tt0046156,no_data
13170,Universal Pictures,tt0082846,93%
13171,no_data,tt0102543,no_data
13172,Seven Arts Pictures,tt1268809,33%
13173,The Cannon Group,tt0082806,3.5/10
13174,no_data,tt5884834,no_data
13175,no_data,tt11092594,7.6/10
13176,United Artists Corporation,tt0081184,5.8/10
13177,United Artists Corporation,tt0049472,no_data
13178,no_data,tt8716282,no_data
13179,Metro-Goldwyn-Mayer,tt0206113,4.5/10
13180,UIP-Dunafilm,tt2872732,6/10
13181,R. R. Venkat,no_data,no_data
13182,Paramount Pictures,tt0037885,no_data
13183,Orion Pictures,tt0104765,40%
13184,no_data,tt4242158,6/10
13185,Orion Pictures,tt0102316,74%
13186,Lionsgate,tt1103153,3.3/10
13187,Metro-Goldwyn-Mayer,tt0347369,4.6/10
13188,Icon Productions,tt1319716,29%
13189,Netflix,tt0480269,6/10
13190,Netflix,tt0080928,no_data
13191,Hemdale Film Corporation,tt0104418,no_data
13192,iTunes,tt0040416,8.5/10
13193,United Artists Corporation,tt0113243,32%
13194,no_data,tt0113223,no_data
13195,Columbia Pictures,tt0045829,no_data
13196,Mosfilm,tt0068519,no_data
13197,Netflix,tt0333766,86%
13198,no_data,tt0826713,no_data
13199,United Artists Corporation,tt0051629,no_data
13200,United Artists Corporation,tt0043554,no_data
13201,no_data,tt0107399,no_data
13202,Netflix,tt0305632,2.7/10
13203,Warner Bros.,tt0204313,3.6/10
13204,Sony Pictures Home Entertainment,tt0382019,3.9/10
13205,ABKCO Records,tt0067866,7.1/10
13206,UIP-Dunafilm,tt1135487,6.4/10
13207,Shochiku,tt0330229,6.6/10
13208,InterCom,tt0112864,6.1/10
13209,20th Century Studios,tt0095016,94%
13210,Vudu,tt0109578,0%
13211,no_data,tt0409838,no_data
13212,Anand Pandit,tt10309902,no_data
13213,Hemdale Film Corporation,tt0099242,4.6/10
13214,United Artists Corporation,tt0082146,32%
13215,PolyGram Filmed Entertainment,tt0112637,52%
13216,Warner Bros.,tt0077294,6.2/10
13217,no_data,tt0066880,no_data
13218,SF Home Entertainment,tt0932547,no_data
13219,20th Century Studios,tt0064115,89%
13220,Orion Pictures,tt3519772,6/10
13221,20th Century Studios,tt0118798,7.1/10
13222,Netflix,tt0772157,6.3/10
13223,Showtime Networks,tt0101500,no_data
13224,Netflix,tt1630626,4.1/10
13225,Netflix,tt0309372,67%
13226,American International Pictures,tt0068284,5.3/10
13227,no_data,tt3469910,7.8/10
13228,Amazon Studios,tt13372992,no_data
13229,Orion Pictures,tt0088781,no_data
13230,Netflix,tt0099091,63%
13231,UIP-Dunafilm,tt0783233,83%
13232,Netflix,tt0092585,no_data
13233,Netflix,tt1034090,3.5/10
13234,no_data,tt0246414,no_data
13235,20th Century Studios,tt0401445,25%
13236,Columbia Pictures,tt0088915,5/10
13237,American International Pictures,tt0052655,6.7/10
13238,Columbia Pictures,tt0048918,no_data
13239,Netflix,tt0085121,40%
13240,no_data,tt0073924,no_data
13241,no_data,tt3687316,5.6/10
13242,Hannover House,tt1407084,3.9/10
13243,Netflix,tt0114194,5.1/10
13244,20th Century Studios,tt0091554,63%
13245,no_data,tt0052310,no_data
13246,Netflix,tt0055019,no_data
13247,Fandango,tt2559786,no_data
13248,Paramount Pictures,tt0014738,no_data
13249,StudioCanal,tt1227183,6.7/10
13250,Netflix,tt0440803,5.3/10
13251,no_data,tt0111079,no_data
13252,no_data,tt7914282,no_data
13253,Village Roadshow,tt0803061,83%
13254,Netflix,tt0373968,no_data
13255,no_data,tt0158845,no_data
13256,no_data,tt0113630,no_data
13257,no_data,tt0213108,no_data
13258,no_data,tt0091598,no_data
13259,no_data,tt0246090,no_data
13260,United States Army,tt0038687,83%
13261,no_data,tt9001808,no_data
13262,United Artists Corporation,tt0060491,5.8/10
13263,no_data,tt11573410,no_data
13264,Metro-Goldwyn-Mayer,tt0113161,88%
13265,no_data,tt0063211,no_data
13266,no_data,tt0113120,no_data
13267,no_data,tt0210681,no_data
13268,no_data,tt1781812,no_data
13269,no_data,tt1808641,no_data
13270,no_data,tt0133212,no_data
13271,no_data,tt3918808,no_data
13272,Hrvatska radiotelevizija,tt0166406,no_data
13273,no_data,no_data,no_data
13274,Netflix,tt0150021,no_data
13275,Summit Entertainment,tt0976222,6.4/10
13276,Producers Releasing Corporation,tt0037518,no_data
13277,Entertainment One,tt2081438,no_data
13278,Troma Entertainment,tt0259077,no_data
13279,Paramount Pictures,tt2784678,86%
13280,ADS Service,no_data,no_data
13281,Magnolia Pictures,tt2286990,3.5/10
13282,Warner Bros.,tt0076516,no_data
13283,Netflix,tt1444252,no_data
13284,20th Century Studios,tt1446714,7/10
13285,no_data,no_data,no_data
13286,no_data,tt0209013,no_data
13287,Irvin Shapiro,tt0039389,no_data
13288,Magnolia Pictures,tt0780516,5.7/10
13289,no_data,no_data,no_data
13290,no_data,tt8043434,no_data
13291,no_data,tt7241926,5.4/10
13292,no_data,no_data,no_data
13293,"SHOWBOX Co., Ltd.",tt0448621,no_data
13294,no_data,tt0109187,no_data
13295,Eagle Pictures,tt2290553,no_data
13296,Samuel Goldwyn Films,tt4607722,6.3/10
13297,Netflix,tt0181875,8/10
13298,Netflix,tt4623856,4.8/10
13299,Netflix,tt0120524,25%
13300,no_data,tt0452498,no_data
13301,no_data,tt0181084,no_data
13302,no_data,tt0046399,no_data
13303,Netflix,tt2383068,63%
13304,Anchor Bay Entertainment,tt0328720,no_data
13305,no_data,tt3283864,7/10
13306,no_data,tt0107937,no_data
13307,no_data,tt0194237,no_data
13308,General Film Distributors,tt0041460,no_data
13309,no_data,tt0247577,no_data
13310,no_data,tt10039524,6.8/10
13311,no_data,no_data,no_data
13312,no_data,tt0181617,no_data
13313,Lionsgate,tt1450321,66%
13314,Bryanston Films,tt0181437,no_data
13315,Republic Pictures,tt0036707,no_data
13316,XLrator Media,tt1786751,7%
13317,no_data,tt1601813,no_data
13318,no_data,tt0389557,7.1/10
13319,Netflix,tt1175709,5.5/10
13320,Netflix,tt0161081,47%
13321,no_data,tt0040948,no_data
13322,Netflix,tt0092206,7.6/10
13323,no_data,tt0168815,no_data
13324,Shree Venkatesh Films,tt6958152,no_data
13325,no_data,tt0055169,no_data
13326,no_data,tt0122161,no_data
13327,no_data,tt8783146,no_data
13328,no_data,tt12624584,no_data
13329,no_data,tt0064435,no_data
13330,Arts Council England,tt0161010,no_data
13331,no_data,tt0182306,no_data
13332,Netflix,tt2918436,4/10
13333,no_data,tt2196564,no_data
13334,no_data,tt0364604,no_data
13335,Sahamongkol Film International,tt1653690,5.7/10
13336,Netflix,tt2386237,5.5/10
13337,no_data,tt13372944,no_data
13338,Vertical Entertainment,tt5078852,5.9/10
13339,Netflix,tt0095296,3.6/10
13340,no_data,tt0097446,no_data
13341,no_data,tt1104834,no_data
13342,Vertical Entertainment,tt1718924,4.1/10
13343,Metro-Goldwyn-Mayer,tt0067952,67%
13344,Paramount Pictures,tt0009744,no_data
13345,Lucky Red Distribuzione,tt2403029,1.6/10
